ID,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,Salary,conscientiousness,openess_to_experience,openess_to_experience
1061749,f,80,state board,2015,60,state board,3724,2,MCA,computer application,68,3724,1,Telangana,2021,430,395,380,0.165633092,198000,1.1336,1.6302,1.6302
1013562,f,64,icse,2017,60,cbse,904,2,B.Tech/B.E.,information science engineering,65,904,1,Karnataka,2021,665,555,310,0.450876584,369000,-0.0154,0.8637,0.8637
215639,m,81.6,cbse,2015,72.2,cbse,5026,2,B.Tech/B.E.,mechanical engineering,65,5026,0,Orissa,2019,665,525,595,0.755375121,666000,-3.3539,-0.9194,-0.9194
534043,m,78,nagpur,2016,64,nagpur,11583,2,B.Tech/B.E.,mechanical engineering,58,11583,0,Maharashtra,2021,405,510,470,0.414337426,216000,0.3941,0.1864,0.1864
244386,m,71,icse,2015,62,cbse,3427,2,B.Tech/B.E.,electronics and communication engineering,70,3427,0,Orissa,2019,475,385,545,0.376059587,405000,0.51,-0.1295,-0.1295
1097167,f,85,state board,2018,81,state board,9198,2,B.Tech/B.E.,computer science & engineering,76.4,9198,1,Telangana,2022,490,555,560,0.842248322,720000,0.99,-0.0943,-0.0943
318391,f,83.5,ssc,2016,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2020,515,475,445,0.670743151,765000,0.6646,0.5024,0.5024
660954,m,86,cbse,2017,61,cbse,11473,2,B.Tech/B.E.,electronics and communication engineering,75,11473,1,Tamil Nadu,2021,570,470,530,0.124502074,477000,-0.5899,0.6721,0.6721
439125,m,88.53,board of secondary education (bse) orissa,2015,83.88,certificate for higher secondary education (chse)orissa,3081,2,B.Tech/B.E.,electronics & telecommunications,77.1,3081,0,Orissa,2020,595,585,565,0.960603252,810000,-1.1901,-1.3934,-1.3934
611020,m,86.6,state board,2017,78.4,state board,961,2,B.Tech/B.E.,computer science & engineering,68.5,961,1,Telangana,2021,380,410,515,0.080055281,432000,-0.159,1.0554,1.0554
863437,m,82,icse,2017,82,icse,10268,2,B.Tech/B.E.,computer science & engineering,67,10268,1,Karnataka,2021,660,610,705,0.911395278,585000,0.7027,0.6721,0.6721
340205,m,72,cbse,2016,67,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,61.8,10932,0,Uttar Pradesh,2021,385,395,525,0.824666401,540000,-0.5719,1.2528,1.2528
331251,f,92,board of secondary education,2016,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76,9769,1,Telangana,2020,595,475,684,0.916869961,639000,-0.4173,-0.9194,-0.9194
265303,f,94.8,state board,2015,84.09,state board,1263,2,B.Tech/B.E.,computer engineering,72.8,1263,1,Tamil Nadu,2019,415,455,464,0.165633092,198000,-1.6538,-1.7093,-1.7093
519873,m,82.24,kseeb,2016,62.5,karnataka pu board,129,2,M.Tech./M.E.,information technology,73.1,129,0,Tamil Nadu,2023,495,345,375,0.415524556,270000,0.626,0.3444,0.3444
1043020,m,87,state board,2017,85,state board,4680,2,B.Tech/B.E.,electronics and communication engineering,81,4680,1,Tamil Nadu,2021,455,485,605,-1,603000,0.6696,-0.8608,-0.8608
1284437,f,90.6,cbse,2018,78.8,cbse,6874,2,B.Tech/B.E.,computer science & engineering,79.57,6874,0,Uttarakhand,2023,830,455,545,0.884122512,360000,0.5591,0.4805,0.4805
654308,f,76,state board,2017,88,state board,9812,2,B.Tech/B.E.,computer science & engineering,67,9812,1,Telangana,2021,520,620,665,0.864685413,540000,-0.159,0.0973,0.0973
1081172,m,67,cbse,2018,58,cbse,7814,2,B.Tech/B.E.,information technology,84,7814,0,Orissa,2022,560,470,450,0.744758354,261000,-0.7335,0.8637,0.8637
591412,m,90.1,cbse,2017,83.6,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,72,527,0,Haryana,2021,605,475,515,0.960603252,360000,-0.7335,-0.0943,-0.0943
948250,m,78,cbse,2018,68,cbse,2637,2,B.Tech/B.E.,computer science & engineering,63.5,2637,0,Haryana,2022,625,485,235,0.842248322,369000,-0.3027,-0.0943,-0.0943
346395,m,80.64,karnataka secondary education board,2017,64.45,s j polytechnic,316,2,B.Tech/B.E.,electronics and communication engineering,63.66,316,1,Karnataka,2020,605,595,475,0.824666401,252000,1.9011,0.9763,0.9763
1248570,f,63.8,"bseb, patna",2018,69.6,"bseb, patna",2285,2,B.Tech/B.E.,electronics and communication engineering,81,2285,0,West Bengal,2022,475,460,485,0.338786347,405000,0.5591,1.0554,1.0554
786671,m,71.66,state board,2017,86.8,state board,11852,2,B.Tech/B.E.,computer science & engineering,73.1,11852,0,Andhra Pradesh,2021,465,545,545,0.901489571,324000,-0.4463,-0.6692,-0.6692
263961,f,68.5,0,2013,61.85,0,2513,2,MCA,computer application,75.81,2513,0,Rajasthan,2019,365,355,415,0.670743151,540000,-0.2628,0.9763,0.9763
820222,m,85.75,state board,2017,64.8,state board,14381,2,B.Tech/B.E.,other,74,14381,1,West Bengal,2021,590,545,470,-1,234000,-1.0208,-0.6692,-0.6692
262768,m,83.6,0,2014,79.6,0,11025,2,B.Tech/B.E.,biotechnology,87.6,11025,0,Uttar Pradesh,2019,605,515,445,-1,387000,0.3555,0.1864,0.1864
542295,m,62.1,state board,2016,66,state board,350,2,B.Tech/B.E.,electronics and electrical engineering,74.74,350,0,Uttar Pradesh,2021,300,410,430,0.336185066,324000,0.9737,-0.9194,-0.9194
1233512,m,89,icse,2018,65.2,cbse,1390,2,B.Tech/B.E.,computer science & engineering,88,1390,0,Uttar Pradesh,2023,570,580,440,0.356536488,603000,0.5591,1.4386,1.4386
676848,m,65.5,up board,2015,68.2,up board,547,2,MCA,computer application,83.2,547,0,Madhya Pradesh,2021,440,560,635,0.864685413,216000,0.1282,0.0973,0.0973
425242,m,71,cbse,2015,74.2,cbse,13543,2,B.Tech/B.E.,information technology,61.1,13543,0,Uttar Pradesh,2020,515,485,445,0.190153406,324000,-2.4266,-2.9731,-2.9731
60599,f,79.37,state board,2013,61.6,state board,18139,2,M.Tech./M.E.,instrumentation and control engineering,82,18139,1,West Bengal,2022,395,605,585,0.124502074,477000,-0.2628,0.3444,0.3444
602267,m,89.1,state board,2017,97.8,state board,11509,1,B.Tech/B.E.,electronics and communication engineering,85.7,11509,1,Telangana,2021,500,595,870,0.960603252,576000,-0.4463,0.0973,0.0973
836060,m,80,state board,2018,70,state board,9699,2,B.Tech/B.E.,electronics and communication engineering,55,9699,1,Rajasthan,2022,430,450,385,-1,261000,0.1282,0.0973,0.0973
347313,m,58,up board,2016,65,up board,12478,2,B.Tech/B.E.,information technology,69.8,12478,0,Uttar Pradesh,2020,445,385,405,0.704090412,468000,1.9011,0.9763,0.9763
640930,m,61.4,mpbse,2016,63.33,mpbse,8105,2,B.Tech/B.E.,computer science & engineering,64.88,8105,0,Madhya Pradesh,2021,370,500,720,0.735795709,558000,0.4155,0.4805,0.4805
958388,m,74,state board,2016,72.6,state board,1206,2,B.Tech/B.E.,computer science & engineering,83,1206,0,Karnataka,2021,605,460,595,0.356536488,756000,0.2718,0.8637,0.8637
479849,m,68,kalaimagal matriculation higher secondary school,2017,82,ks rangasamy institute of technology,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2020,565,565,365,0.635978756,837000,-1.0355,0.6603,0.6603
1168885,m,73.1,state board,2016,74.6,state board,4439,2,B.Tech/B.E.,electronics and communication engineering,68.1,4439,0,Uttar Pradesh,2022,455,480,415,0.943272158,324000,-0.8772,-0.2859,-0.2859
823838,m,85,cbse,2017,85,cbse,272,2,B.Tech/B.E.,computer science & engineering,65.25,272,0,Punjab,2022,450,525,515,0.622642916,567000,-1.308,-1.4356,-1.4356
1231817,m,72,state board,2016,67,state board,15418,2,B.Tech/B.E.,computer science & engineering,62,15418,1,Tamil Nadu,2020,370,370,320,0.144789889,243000,0.1282,1.247,1.247
872494,m,78,cbse,2018,84,cbse,8116,2,B.Tech/B.E.,computer science & engineering,85.78,8116,1,Tamil Nadu,2022,325,435,545,0.842248322,567000,-0.4463,-0.6692,-0.6692
644828,f,90.8,state board,2017,88,state board,124,2,B.Tech/B.E.,electrical engineering,81.5,124,0,Orissa,2021,395,525,605,0.982057124,648000,1.5644,1.0554,1.0554
1088625,m,60.14,state board,2016,60,state board,2921,2,B.Tech/B.E.,information technology,77,2921,0,West Bengal,2022,455,485,510,0.622642916,495000,-0.159,1.0554,1.0554
355786,f,84.6,ssc,2016,69.5,board of intermediate education,8908,2,B.Tech/B.E.,information technology,63.25,8908,1,Telangana,2020,535,355,395,0.3423149,216000,-1.4606,-0.1295,-0.1295
1118955,m,75.4,cbse,2018,75.2,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,74.41,16161,0,Orissa,2022,665,595,500,0.943272158,585000,1.1336,-0.6692,-0.6692
580697,m,82.6,cbse,2017,79.8,cbse,8195,1,B.Tech/B.E.,information technology,80.05,8195,1,Delhi,2021,650,605,545,0.916869961,810000,-0.0154,-2.0105,-2.0105
190981,m,94.6,icse,2014,83,cbse,11157,1,B.Tech/B.E.,computer engineering,84,11157,0,Jharkhand,2019,695,625,725,0.995464719,990000,-1.1901,0.0284,0.0284
325637,f,74,0,2016,61,0,252,2,B.Tech/B.E.,computer engineering,65,252,1,West Bengal,2020,554,375,475,0.24545566,720000,-1.2287,-0.1295,-0.1295
845576,f,78,cbse,2018,72,cbse,14351,2,B.Tech/B.E.,computer science & engineering,74.6,14351,0,Punjab,2022,545,570,455,0.600057182,117000,1.1336,-0.6692,-0.6692
582410,m,81,cbse,2016,85,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,82.2,8195,1,Delhi,2021,590,570,795,0.538386893,630000,-0.159,0.2889,0.2889
820700,m,71,cbse,2018,68,cbse,6741,2,B.Tech/B.E.,computer science & engineering,73,6741,0,Rajasthan,2024,570,415,605,0.744758354,477000,-0.0154,0.0973,0.0973
1042334,m,79.4,state board,2016,69.2,state board,8287,2,B.Tech/B.E.,computer science & engineering,74.9,8287,1,West Bengal,2021,430,435,510,0.080055281,117000,0.7027,-1.0524,-1.0524
638324,m,66,state board,2014,68,state board,9578,2,MCA,computer application,72,9578,0,Uttar Pradesh,2021,285,410,515,0.377551419,324000,0.1282,0.6721,0.6721
666182,m,91.1,cbse,2018,92.4,cbse,47,1,B.Tech/B.E.,computer science & engineering,83.55,47,1,Delhi,2022,615,605,650,0.622642916,585000,0.2718,-0.2859,-0.2859
872171,m,88.6,icse,2018,83.25,icse,347,2,B.Tech/B.E.,electronics and communication engineering,86,347,0,Uttar Pradesh,2022,545,520,620,0.943272158,585000,0.8463,0.0973,0.0973
96708,f,71,icse,2013,72,icse,5086,2,MCA,computer application,78,5086,0,Karnataka,2019,355,375,425,0.735795709,720000,1.1283,0.8183,0.8183
1004939,m,79,icse,2017,71.3,icse,547,2,B.Tech/B.E.,electronics and electrical engineering,69.4,547,0,Madhya Pradesh,2022,560,505,440,0.423951396,360000,1.4208,0.4805,0.4805
1098807,m,83.5,state board,2016,69.83,state board,13040,2,B.Tech/B.E.,computer science & engineering,79.4,13040,1,West Bengal,2021,500,485,585,0.356536488,342000,1.4208,0.8637,0.8637
794381,m,89,cbse,2018,85.2,cbse,8346,2,B.Tech/B.E.,mechanical engineering,68.76,8346,0,Uttar Pradesh,8,695,655,680,0.755375121,585000,1.1336,-1.244,-1.244
336785,m,92.09,matriculation,2016,93.41,state board,3076,2,B.Tech/B.E.,electronics and communication engineering,80,3076,0,Tamil Nadu,2020,575,585,475,0.694479328,657000,0.3555,-0.2875,-0.2875
961030,m,77.85,state board,2018,64.8,cbse,2037,2,B.Tech/B.E.,electronics and communication engineering,66.6,2037,0,Haryana,2022,450,440,595,0.649389715,324000,0.8463,0.6721,0.6721
1274668,m,78,state board,2017,72,state board,4319,2,B.Tech/B.E.,electronics and communication engineering,73.4,4319,0,Punjab,2021,490,470,500,0.053160305,594000,0.4155,-1.0524,-1.0524
33747,f,77.2,icse,2016,67.4,cbse,375,2,B.Tech/B.E.,electronics and communication engineering,71.7,375,0,Uttar Pradesh,2020,425,445,415,0.538386893,702000,-1.4992,-0.1295,-0.1295
1242062,m,68,state board,2016,59,state board,2791,2,B.Tech/B.E.,mechanical engineering,70,2791,0,Uttar Pradesh,2022,430,470,475,0.328746379,432000,0.7027,0.6721,0.6721
60401,m,72,icse,2014,59.4,isc,501,2,B.Tech/B.E.,electronics & instrumentation eng,72,501,0,Uttar Pradesh,2018,495,505,505,0.124502074,648000,-1.4992,0.8183,0.8183
786404,m,82.33,state board,2017,84,state board,11788,2,B.Tech/B.E.,computer science & engineering,68.6,11788,0,Andhra Pradesh,2021,605,595,720,0.942116551,630000,-0.8772,0.6721,0.6721
955389,f,80,cbse,2018,66,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,60.81,12666,0,Uttar Pradesh,2022,275,485,475,0.338786347,387000,0.5591,0.6721,0.6721
271766,m,71,central board of secondary education,2014,63.3,bihar intermediate education council,3720,2,B.Tech/B.E.,electronics and communication engineering,75,3720,0,Madhya Pradesh,2019,655,665,695,0.995265706,1080000,0.51,-0.1295,-0.1295
1194943,m,71.04,icse,2018,81.33,cbse,8840,2,B.Tech/B.E.,computer science & engineering,74.04,8840,0,Uttar Pradesh,2022,335,540,415,0.622642916,360000,1.2772,1.0554,1.0554
1044171,f,89.6,icse,2016,89.75,icse,2065,2,B.Tech/B.E.,electronics and communication engineering,78,2065,1,West Bengal,2020,630,540,570,0.605533552,342000,-0.4463,0.4805,0.4805
1087018,m,78.8,matriculation,2018,76.5,state board,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518,0,Tamil Nadu,2022,395,425,370,0.423951396,171000,-0.3027,-1.6273,-1.6273
592833,f,85.6,cbse,2016,82,cbse,13094,2,B.Tech/B.E.,computer science & engineering,74.01,13094,0,Haryana,2020,370,495,455,0.080055281,369000,0.1282,0.8637,0.8637
815219,m,76.17,state board,2017,72,cbse,10991,2,B.Tech/B.E.,computer science & engineering,78,10991,0,Rajasthan,2021,510,535,605,0.81941653,594000,0.4155,-1.8189,-1.8189
852310,m,80,state board,2017,72.5,state board,12867,2,B.Tech/B.E.,electronics and computer engineering,57.8,12867,0,Andhra Pradesh,2021,580,485,455,0.783303537,216000,-0.4463,-1.244,-1.244
493796,m,82,cbse,2016,91.5,state board,3944,2,B.Tech/B.E.,electronics and communication engineering,81,3944,1,Tamil Nadu,2020,625,585,650,0.376059587,1080000,0.0464,-0.2875,-0.2875
619949,m,73,cbse,2017,74,state board,275,2,B.Tech/B.E.,mechanical engineering,82,275,1,Karnataka,2021,615,350,400,0.535862819,630000,-0.0154,-0.6692,-0.6692
509283,m,70.67,rbse,2015,67.8,cbse,4948,2,B.Tech/B.E.,computer engineering,69.3,4948,1,Rajasthan,2020,545,665,705,0.901489571,900000,0.8578,-0.7615,-0.7615
676260,m,81.6,cbse,2017,76.4,cbse,547,2,B.Tech/B.E.,electrical engineering,72.65,547,0,Madhya Pradesh,2021,450,525,720,0.243208657,603000,-1.308,-0.0943,-0.0943
58857,m,70.2,cbse,2012,61.2,cbse,44,2,B.Tech/B.E.,electronics and communication engineering,72.98,44,0,Uttar Pradesh,2018,455,635,655,0.910770164,720000,-1.4992,-0.1295,-0.1295
1231982,m,89,state board,2016,71,state board,830,2,B.Tech/B.E.,electronics and communication engineering,65.2,830,1,Tamil Nadu,2021,615,530,465,-1,324000,0.4155,1.0554,1.0554
205703,f,61,0,2014,63,0,5508,2,B.Tech/B.E.,electrical engineering,65,5508,0,Orissa,2019,465,395,515,0.824666401,774000,0.51,0.8183,0.8183
103858,m,87,matriculation,2014,76,tamilnadu stateboard,519,2,B.Tech/B.E.,computer engineering,71,519,1,Tamil Nadu,2018,415,554,405,0.735795709,540000,-0.2628,0.3444,0.3444
325432,f,90.4,0,2017,87.05,0,7172,2,B.Tech/B.E.,electronics & telecommunications,75.25,7172,0,Maharashtra,2020,775,615,495,0.824666401,576000,-1.6538,-1.9463,-1.9463
1139162,m,63,state board,2017,60,state board,8700,2,B.Tech/B.E.,electronics and communication engineering,67.8,8700,0,Tamil Nadu,2021,405,555,355,-1,414000,-0.3027,-1.6273,-1.6273
1289692,f,75,cbse,2018,81,state board,4913,2,B.Tech/B.E.,computer science & engineering,67,4913,0,Karnataka,2022,560,410,465,0.622642916,450000,0.4155,0.0973,0.0973
693698,m,71.5,up board,2016,70.4,up board,4971,2,B.Tech/B.E.,computer science & engineering,78.44,4971,0,Uttar Pradesh,2021,580,520,720,0.901489571,216000,0.5591,0.8637,0.8637
1251004,f,73.4,state board,2017,76.2,state board,1213,2,B.Tech/B.E.,electronics and communication engineering,71,1213,0,Madhya Pradesh,2021,535,460,270,-1,360000,1.1336,0.8637,0.8637
312164,m,59.8,icse,2014,60.25,isc,5690,2,B.Tech/B.E.,mechanical engineering,68.63,5690,0,Uttar Pradesh,2018,575,595,405,0.021066228,2160000,0.2009,0.9763,0.9763
302031,m,60.4,cbse,2014,60,cbse,75,2,B.Tech/B.E.,electronics and communication engineering,62,75,0,Uttar Pradesh,2018,395,425,395,0.655766943,486000,-0.2628,0.6603,0.6603
1039020,m,79.9,state board,2017,89.4,state board,11090,2,B.Tech/B.E.,electronics and communication engineering,77.15,11090,1,Telangana,2021,385,510,585,-1,558000,-0.159,0.8637,0.8637
639785,m,65.8,cbse,2017,76.8,cbse,2812,2,B.Tech/B.E.,electrical engineering,77.5,2812,0,Rajasthan,2021,430,495,470,0.938399137,324000,0.5591,-1.0524,-1.0524
1260265,m,92,state board,2016,77.8,state board,9806,2,B.Tech/B.E.,instrumentation and control engineering,79,9806,1,Gujarat,2020,385,565,430,0.998591448,540000,0.8463,0.4805,0.4805
510199,m,79.6,cbse,2016,87.6,cbse,4234,2,B.Tech/B.E.,computer engineering,79.68,4234,0,Uttar Pradesh,2020,580,670,900,0.990008757,1386000,-1.1901,-0.2875,-0.2875
318959,m,84,"board of secondary education,andhra pradesh",2016,82,"board of intermediate education,andhra pradesh",5068,2,B.Tech/B.E.,electronics and communication engineering,77.5,5068,0,Andhra Pradesh,2023,725,435,615,-1,648000,0.6646,0.8973,0.8973
324440,m,61,pune,2017,72,diploma(msbte),7164,2,B.Tech/B.E.,computer engineering,55.5,7164,0,Maharashtra,2020,415,345,395,0.670743151,378000,0.51,-0.4455,-0.4455
1238258,m,85.53,state board,2018,86,state board,3836,2,B.Tech/B.E.,computer science & engineering,63.77,3836,0,Maharashtra,2022,510,530,560,0.911395278,720000,-0.4463,-1.4356,-1.4356
1262574,m,59,state board,2016,64,state board,1759,2,MCA,computer application,84,1759,0,Punjab,2022,395,510,250,0.356536488,108000,-0.3027,-0.2859,-0.2859
641531,m,69.6,cbse,2017,74.6,cbse,1622,2,B.Tech/B.E.,information technology,70.85,1622,0,Madhya Pradesh,2021,545,580,720,0.901489571,594000,0.1282,-0.0943,-0.0943
1242936,m,89.2,state board,2018,91.33,state board,883,2,B.Tech/B.E.,electronics and electrical engineering,70,883,0,Tamil Nadu,2022,325,470,415,0.030565991,189000,0.7027,-0.6692,-0.6692
50216,m,68.33,rbse,2013,77.54,rbse,2927,2,B.Tech/B.E.,electronics & telecommunications,71.82,2927,1,Rajasthan,2018,505,635,625,0.124502074,288000,-0.7264,0.0284,0.0284
416468,m,79,cbse,2015,74,cbse,35,1,B.Tech/B.E.,information technology,80,35,1,Delhi,2020,535,585,705,0.979521744,630000,1.0896,0.0284,0.0284
1105982,m,89,cbse,2018,84.8,cbse,7216,2,B.Tech/B.E.,electronics and communication engineering,73,7216,0,Jammu and Kashmir,2022,545,395,415,0.943272158,630000,1.2772,-0.6692,-0.6692
339689,f,75.67,up,2015,74.4,up,11368,2,B.Tech/B.E.,information technology,74.01,11368,0,Uttar Pradesh,2020,385,555,445,0.635978756,360000,-1.0355,-1.3539,-1.3539
337594,m,83.82,tamilnadu matriculation board,2016,92.67,tamilnadu higher secondary education board,3076,2,B.Tech/B.E.,information technology,94.5,3076,0,Tamil Nadu,2020,535,595,425,0.942116551,720000,0.51,-0.1295,-0.1295
230702,m,84.2,0,2014,69.2,0,64,2,B.Tech/B.E.,civil engineering,65,64,0,Uttar Pradesh,2019,475,635,595,0.904740692,1260000,-1.3447,0.3444,0.3444
989810,m,83,cbse,2018,83,cbse,17935,2,B.Tech/B.E.,computer science & engineering,69.11,17935,0,Uttar Pradesh,2023,605,545,620,0.486747008,324000,0.8463,0.2889,0.2889
329900,f,77.2,ssc,2016,80.3,board of intermidiate,11183,2,B.Tech/B.E.,information technology,63.54,11183,1,Telangana,2020,405,395,365,0.143256541,648000,-0.881,-0.5245,-0.5245
263713,m,73.5,rbse,2015,71.85,rbse,6665,2,B.Tech/B.E.,electronics and communication engineering,65.44,6665,0,Rajasthan,2019,365,495,505,0.694479328,324000,1.2828,0.8183,0.8183
472956,m,64,cbse,2018,74,cbse,57,2,B.Tech/B.E.,information technology,68,57,0,Haryana,2022,485,375,435,0.486747008,396000,-3.1994,-0.7615,-0.7615
264334,m,72.6,cbse,2011,51,cbse,2563,2,MCA,computer application,72,2563,0,Uttarakhand,2019,535,515,445,0.864685413,828000,0.51,1.1343,1.1343
531726,f,88.4,ssc,2017,92.9,board of intermediate,492,2,B.Tech/B.E.,electronics and communication engineering,69.37,492,1,Telangana,2021,440,440,545,0.694479328,558000,0.8192,0.0679,0.0679
643081,m,78.4,cbse,2018,69.4,cbse,165,2,B.Tech/B.E.,electronics and communication engineering,69.53,165,1,Rajasthan,2022,590,450,485,0.960603252,540000,0.8463,0.0973,0.0973
1010732,m,68,cbse,2018,68,cbse,11144,2,B.Tech/B.E.,electronics and communication engineering,80,11144,0,Madhya Pradesh,2022,440,385,415,0.20739217,180000,1.1336,1.247,1.247
1152563,m,72.6,cbse,2017,69.4,cbse,13149,2,B.Tech/B.E.,electronics and communication engineering,72.14,13149,0,Maharashtra,2021,650,605,620,0.279258512,558000,0.8463,-0.4776,-0.4776
239868,f,97.12,karnataka secondary education examination board,2015,90.33,department of pre-university education(government of karnataka),1866,2,B.Tech/B.E.,computer engineering,82.84,1866,1,Karnataka,2019,505,555,555,0.864685413,918000,0.9737,0.3444,0.3444
